airport_id,name,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,DST,Tz_database_time_zone	,type,source,google_airport_name,google_place_id,google_airport_full_address,airport_rating,number_ratings,website
82,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169067383,-79.37000274658203,650,-5.0,A,America/Toronto,airport,OurAirports,Toronto Buttonville Municipal Airport,ChIJjzWE_9nU1IkRLr1dczU1Sko,"Toronto Buttonville Municipal Airport, 2833 16th Ave, Markham, ON L3R 0P8, Canada",4.3,64,https://www.buttonvilleairport.ca/
83,Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969482422,-83.3467025756836,1470,-5.0,A,America/Toronto,airport,OurAirports,Chapleau Municipal Airport,ChIJI6pi5femOU0R4q9_0wVbHe4,"Chapleau Municipal Airport, Highway 101 East, Chapleau, ON P0M 1K0, Canada",5,2,http://www.chapleau.ca/
84,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.12530136108398,-108.52300262451172,1576,-6.0,N,America/Regina,airport,OurAirports,Meadow Lake Airport KFLY,ChIJsz5TldM2E4cRMOArFclfj5E,"Meadow Lake Airport KFLY, 8489 Cessna Dr, Peyton, CO 80831, USA",5,1,http://www.meadowlakeairport.com/
85,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.30920028686523,-110.072998046875,2193,-7.0,A,America/Edmonton,airport,OurAirports,Lloydminster Municipal Airport (YLL),ChIJQaxHzLGzCVMRbeEW1ekvi8M,"Lloydminster Municipal Airport (YLL), 8301 75 Street NW, Lloydminster, AB T9V 0W2, Canada",4.4,8,https://www.lloydminster.ca/en/living-in-lloydminster/lloydminsterairport.aspx
86,Alert Airport,Alert,Canada,YLT,CYLT,82.51779937740001,-62.280601501499994,100,-5.0,A,America/Toronto,airport,OurAirports,Alert Airport (YLT),ChIJq3zTCecTxE8ROjt0PhwAk1I,"Alert Airport (YLT), Alert Airport Rd, Alert, NU, Canada",4.2,34,not found
87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,-8.0,A,America/Vancouver,airport,OurAirports,Kelowna International Airport,ChIJoWZH6VXzfVMRRoNr5m4fTms,"Kelowna International Airport, 5533 Airport Way, Kelowna, BC V1V 1S1, Canada",3.8,189,https://ylw.kelowna.ca/
88,Mayo Airport,Mayo,Canada,YMA,CYMA,63.61640167236328,-135.86799621582028,1653,-8.0,A,America/Vancouver,airport,OurAirports,Mayo Airport (YMA),ChIJlaHQNLGJT1ERm6iYh3LbITQ,"Mayo Airport (YMA) (YMA), Yukon, Unorganized, YT Y0B, Canada",4,6,not found
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.330299377441406,-105.55899810791016,1892,-6.0,N,America/Regina,airport,OurAirports,15,ChIJu3TKWMXYG1MR7-sXOWd-zZY,"15 9 Ave SW, Bushell Park, SK S0H 0N0, Canada",4.2,20,http://www.rcaf-arc.forces.gc.ca/en/15-wing/index.page
90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301238999994,-111.22200012200001,1211,-7.0,A,America/Edmonton,airport,OurAirports,Fort McMurray International Airport,ChIJ61gh3o4EsFMRYl3lcKVrTqg,"Fort McMurray International Airport, 100 Snow Bird Way, Fort McMurray, AB T9H 0G3, Canada",3.7,79,http://www.flyymm.com/
91,Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.291099548339844,-80.60780334472656,30,-5.0,A,America/Toronto,airport,OurAirports,Moosonee Airport (YMO),ChIJYdET_fG_EE0RHp1nZ55sT-Q,"Moosonee Airport (YMO), 1 Airport Rd, Moosonee, ON P0L 1Y0, Canada",4.5,12,http://www.moosonee.ca/index.php/visitors/airport
92,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.272800445600005,-75.9906005859,656,-5.0,A,America/Toronto,airport,OurAirports,Maniwaki Airport,ChIJAXBWYtVp0EwRH_R8oIweQNE,"Maniwaki Airport (YMW), 172 Route 105, Messines, QC J0X 2J0, Canada",5,1,http://www.mrcvg.qc.ca/index.php/actualites-economiques/aeroport
93,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.679501,-74.038696,270,-5.0,A,America/Toronto,airport,OurAirports,Montréal-Mirabel International Airport,ChIJDWmHCDbVzkwRklt1frd-drw,"Montréal-Mirabel International Airport (YMX), 12300 Rue Services A-4, Mirabel, QC J7N 1E8, Canada",3.7,86,http://www.admtl.com/
94,Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.18999862670898,-61.78919982910156,39,-5.0,A,America/Toronto,airport,OurAirports,Natashquan Airport,ChIJVeqE4Lm_g0wRTgvv9nzcIsk,"Natashquan Airport (YNA), airport road, Natashquan, QC G0G 2E0, Canada",4,2,not found
95,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.5217018127,-75.5635986328,211,-5.0,A,America/Toronto,airport,OurAirports,Gatineau-Ottawa Executive Airport,ChIJfyW_2o0azkwRCdx_29qY36A,"Gatineau-Ottawa Executive Airport, 1717 Rue Arthur-Fecteau, Gatineau, QC J8R 2Z9, Canada",4.7,18,http://www.aeroportdegatineau.com/
96,Matagami Airport,Matagami,Canada,YNM,CYNM,49.76169967651367,-77.80280303955078,918,-5.0,A,America/Toronto,airport,OurAirports,Matagami Airport,ChIJC5bJ8Vy8H00RdTUZZq06Uso,"Matagami Airport, 105 Chemin de l'Aéroport, Matagami, QC J0Y 2A0, Canada",5,1,not found
97,Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57060241699219,-139.83900451660156,824,-8.0,A,America/Vancouver,airport,OurAirports,Old Crow Airport (YOC),ChIJJ4GUfbwlPFERaO6ov3It2Mg,"Old Crow Airport (YOC), 1 Airport Road, Old Crow, YT Y0B 1N0, Canada",5,4,not found
98,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.40499877929688,-110.27899932861328,1775,-7.0,A,America/Edmonton,airport,OurAirports,Canada,ChIJ49GPIue1p1MRdiKaUKiHgTk,"Cold Lake, AB T0A 0T0, Canada",4.1,39,http://www.rcaf-arc.forces.gc.ca/en/4-wing/index.page
99,High Level Airport,High Level,Canada,YOJ,CYOJ,58.62139892578125,-117.16500091552734,1110,-7.0,A,America/Edmonton,airport,OurAirports,High Level Airport (YOJ),ChIJ13cLR5yawFMR4U_jY1PlN80,"High Level Airport (YOJ), Unnamed Road, High Level, AB T0H 1Z0, Canada",3.3,3,not found
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,374,-5.0,A,America/Toronto,airport,OurAirports,Ottawa International Airport,ChIJ4QbSBj8IzkwRGi0ILu03_VA,"Ottawa International Airport (YOW), 1000 Airport Parkway Private, Ottawa, ON K1V 9B4, Canada",4.3,708,http://www.yow.ca/
101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.214199066199996,-105.672996521,1405,-6.0,N,America/Regina,airport,OurAirports,Prince Albert Airport (YPA),ChIJGX37jod6AVMRC2J4ST9PrWo,"Prince Albert Airport (YPA), 1084 Central Ave, Prince Albert, SK S6V 7P3, Canada",1,1,http://www.princealbertairport.com/
102,Peace River Airport,Peace River,Canada,YPE,CYPE,56.226898,-117.446999,1873,-7.0,A,America/Edmonton,airport,OurAirports,Northern Air Charter Inc,ChIJH5uZ0UpYllMRXR4UVyYJzaA,"Northern Air Charter Inc, Hangar 5, Grimshaw, AB T0H 1W0, Canada",5,1,http://flynorthernair.com/
103,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,-6.0,A,America/Winnipeg,airport,OurAirports,Cape Fear Regional Jetport,ChIJF8xO8YYHqokRVVNwviopV_A,"Cape Fear Regional Jetport, 4019 Long Beach Rd SE, Southport, NC 28461, USA",4.4,8,http://www.capefearjetport.com/
104,Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.21609878540039,-122.70999908447266,11,-8.0,A,America/Vancouver,airport,OurAirports,Pitt Meadows Regional Airport,ChIJ4dRD2SDUhVQRGZT_SLrvY94,"Pitt Meadows Regional Airport, 18799 Airport Way, Pitt Meadows, BC V3Y 0A7, Canada",4.7,26,http://flyypk.ca/
105,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4463996887207,-90.21420288085938,1267,-5.0,A,America/Coral_Harbour,airport,OurAirports,Ministry Of Transportation (Pickle Lake Airport),ChIJCwy9_5PknVIRYqBAr6I1HCM,"Ministry Of Transportation (Pickle Lake Airport), 2 Airport Rd, Pickle Lake, ON P0V 3A0, Canada",5,5,not found
106,Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639907836914,-64.28859710693361,167,-5.0,A,America/Toronto,airport,OurAirports,Port Menier Airport (YPN),ChIJkd0D7F0yhUwR1kFrpJnLrKA,"Port Menier Airport (YPN), 360 Chemin de l'Aéroport, Port-Menier, QC G0G 2Y0, Canada",4.3,7,not found
107,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954223633,-78.36329650878906,628,-5.0,A,America/Toronto,airport,OurAirports,Peterborough Municipal Airport,ChIJnXC_ID-S1YkRyODz82bJ3_0,"Peterborough Municipal Airport (YPQ), 925 Airport Rd, Peterborough, ON K9J 0E7, Canada",4.3,24,http://www.peterboroughairport.com/
108,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.2860984802,-130.445007324,116,-8.0,A,America/Vancouver,airport,OurAirports,Prince Rupert Airport (YPR),ChIJW6r85lnTclQRFjiwtcj9PyU,"Prince Rupert Airport (YPR), Bag 4000, Prince Rupert, BC V8J 3S3, Canada",4.2,6,http://www.ypr.ca/
109,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,761,-7.0,A,America/Edmonton,airport,OurAirports,Fort Chipewyan Airport,ChIJsSoWfUeJtlMRdoM0dMTP4YE,"Fort Chipewyan Airport (YPY), Fort Chipewyan, AB T0P, Canada",5,3,not found
110,Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.974700927734375,-79.30329895019531,925,-5.0,A,America/Toronto,airport,OurAirports,Muskoka Airport (YQA),ChIJG2g0yYSEKk0RBKVhCaV8Wss,"Muskoka Airport (YQA), 1011 Airport Rd, Gravenhurst, ON P1P 1R1, Canada",4.6,16,not found
111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5.0,A,America/Toronto,airport,OurAirports,Québec City Jean Lesage International Airport,ChIJ8xZM2YWZuEwRajIH3Zf0Yl0,"Québec City Jean Lesage International Airport (YQB), 505 Rue Principale, Québec, QC G2G 0J4, Canada",3.7,462,http://www.aeroportdequebec.com/
112,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220138549805,-113.8939971923828,2968,-7.0,A,America/Edmonton,airport,OurAirports,Red Deer Airport,ChIJ-ULJj0ZQdFMRF6u_rnFJTrE,"Red Deer Airport, 3801 Airport Dr, Springbrook, AB T4S 2E8, Canada",3.7,20,http://www.flyreddeer.com/
113,Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,622,-5.0,A,America/Toronto,airport,OurAirports,Windsor International Airport,ChIJebrO9ckrO4gR4aKo1gSO8fA,"Windsor International Airport, 3200 County Rd 42 #200, Windsor, ON N8V 0A1, Canada",3.9,116,http://www.yqg.ca/
114,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.11640167236328,-128.82200622558594,2255,-8.0,A,America/Vancouver,airport,OurAirports,Watson Lake Airport,ChIJE3v4jpqn_FMRTrDxck2Haro,"Watson Lake Airport, Airport Road, Watson Lake, YT Y0A 1C0, Canada",3.3,4,not found
115,Kenora Airport,Kenora,Canada,YQK,CYQK,49.78829956054688,-94.36309814453124,1332,-6.0,A,America/Winnipeg,airport,OurAirports,Kenora Airport,ChIJDcKY9rj8vVIR-lMiJlevuxs,"Kenora Airport, 1561 Airport Rd, Kenora, ON P9N 0B6, Canada",4,3,http://airportkenora.com/
116,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.80000305200001,3048,-7.0,A,America/Edmonton,airport,OurAirports,Lethbridge Airport (YQL),ChIJB3lVn4uFblMRTbHhoV9NTKU,"Lethbridge Airport (YQL), 417 Stubb Ross Rd, Lethbridge County, AB T1K 7N3, Canada",3.6,25,http://lethbridgeairport.ca/
117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,232,-4.0,A,America/Halifax,airport,OurAirports,Greater Moncton Roméo LeBlanc International Airport,ChIJVf-eBUy8oEwR1CWL_JwE8u0,"Greater Moncton Roméo LeBlanc International Airport, 777 Aviation Ave #12, Dieppe, NB E1A 7Z5, Canada",4,107,http://cyqm.ca/
119,Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017089844,-124.88700103759766,84,-8.0,A,America/Vancouver,airport,OurAirports,Comox Valley Airport (YQQ),ChIJDbnKjmQSiFQRGss6sj6-zzU,"Comox Valley Airport (YQQ), 1250 Knight Rd, Comox, BC V9M 4H2, Canada",4,49,http://www.comoxairport.com/
120,Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,1894,-6.0,N,America/Regina,airport,OurAirports,Regina International Airport,ChIJH1s-HOkdHFMR83v_yYYsg-8,"Regina International Airport, 1-5201 Regina Ave, Regina, SK S4W 1B3, Canada",3.7,138,http://www.yqr.ca/
121,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,653,-5.0,A,America/Toronto,airport,OurAirports,Thunder Bay International Airport,ChIJFcSVWCfgWE0RufdV3V5F414,"Thunder Bay International Airport (YQT), 100 Princess St, Thunder Bay, ON P7E 6S2, Canada",3.5,78,http://www.tbairport.on.ca/
122,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,2195,-7.0,A,America/Edmonton,airport,OurAirports,Grande Prairie Airport (CYQU),ChIJDwXemtKTkFMRQIaNh-h64To,"Grande Prairie Airport (CYQU), 10610 Airport Dr, Grande Prairie, AB T8V 7Z5, Canada",3.7,51,http://grandeprairieairport.com/
123,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184326172,-102.46199798583984,1635,-6.0,N,America/Regina,airport,OurAirports,Yorkton Municipal Airport (YQV),ChIJY2Y9YQSs41IRDR5Au57N9Ms,"Yorkton Municipal Airport (YQV), Unnamed road, Orkney No. 244, SK S0A 0T0, Canada",4.6,5,http://www.yorkton.ca/
124,North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.76919937133789,-108.24400329589844,1799,-6.0,N,America/Regina,airport,OurAirports,North Battleford,ChIJl4bK7-cFBlMRRnt0Kfkycs0,"North Battleford, SK S9A 3L8, Canada",2,1,not found
125,Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,496,-3.5,A,America/St_Johns,airport,OurAirports,Gander International Airport,ChIJpRSeODONdksRmxTyngTSbzc,"Gander International Airport, 1000 James Blvd, Gander, NL A1V 1W8, Canada",4.4,59,http://www.ganderairport.com/
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,203,-4.0,A,America/Halifax,airport,OurAirports,J.A. Douglas McCurdy Sydney Airport - Your Cape Breton Island Gateway,ChIJnWb_XLPjZ0sRt4e63eZR2gg,"J.A. Douglas McCurdy Sydney Airport - Your Cape Breton Island Gateway, Sydney, NS B1M 1B8, Canada",4,26,http://www.sydneyairport.ca/
127,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623048,1789,-8.0,A,America/Vancouver,airport,OurAirports,Quesnel Airport,ChIJ89-uNzcGh1MRGd_Sdh7Xk5s,"Quesnel Airport, 651 Airport Rd, Quesnel, BC V2J 6W6, Canada",4.3,3,http://www.quesnel.ca/Airport.html
128,Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.71690368649999,-94.9693984985,215,-6.0,A,America/Winnipeg,airport,OurAirports,Resolute Bay Airport (YRB),ChIJGSS-Lbca3FERPVerxZ7ho4A,"Resolute Bay Airport (YRB) (YRB), Resolute, NU X0A, Canada",4,25,http://www.resolutebayairport.com/
129,Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.76440048217773,-69.58470153808594,427,-5.0,A,America/Toronto,airport,OurAirports,Aéroport de Rivière-du-Loup,ChIJr4X6iZNFvkwR9PrpT64RCRA,"Aéroport de Rivière-du-Loup, Notre-Dame-du-Portage, QC G0L 1Y0, Canada",5,1,not found
130,Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000045776367,-72.2656021118164,586,-5.0,A,America/Toronto,airport,OurAirports,Roberval Airport,ChIJxzNrbPn4wUwRXIEd7TbbXDA,"Roberval Airport, 1220 Route de l'Aéroport, Roberval, QC G8H 2M9, Canada",2.5,4,not found
131,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,3244,-7.0,A,America/Edmonton,airport,OurAirports,Rocky Mountain House Airport,ChIJwRN5bybZdVMRgygul8vpf2Y,"Rocky Mountain House Airport, Clearwater County, AB T0M 0C0, Canada",4.7,7,not found
132,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.81140136720001,-92.1157989502,94,-6.0,A,America/Winnipeg,airport,OurAirports,Rankin Inlet Airport (YRT),ChIJgUTqbmL9C1IRYCPnFYEUeYE,"Rankin Inlet Airport (YRT), Rankin Inlet, NU X0C 0G0, Canada",3.9,17,not found
133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,1141,-5.0,A,America/Toronto,airport,OurAirports,Greater Sudbury Airport,ChIJhd1cB0EPL00RiAQeQRKo4RQ,"Greater Sudbury Airport, 5000 Air Terminal Dr, Garson, ON P3L 1V4, Canada",3.5,65,http://www.flysudbury.ca/
134,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328125,-71.69139862060547,792,-5.0,A,America/Toronto,airport,OurAirports,Sherbrooke Airport,ChIJ730O_Juzt0wRdmpPdoRK2go,"Sherbrooke Airport, 900 Chemin de l'Aéroport, Cookshire-Eaton, QC J0B 1M0, Canada",4.3,7,http://www.aeroportdesherbrooke.com/
135,Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357,-4.0,A,America/Halifax,airport,OurAirports,Saint John Airport,ChIJZ8cE_dSvp0wRbB9_LcAewqQ,"Saint John Airport, 4180 Loch Lomond Rd, Saint John, NB E2N 1L7, Canada",3.9,54,http://www.saintjohnairport.com/
136,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.020301818847656,-111.96199798583984,671,-7.0,A,America/Edmonton,airport,OurAirports,Fort Smith Regional Airport,ChIJmwPq8PGyy4cR-6Or_Iou-0k,"Fort Smith Regional Airport (FSM), 6700 McKennon Blvd #200, Fort Smith, AR 72903, USA",3.8,66,http://www.fortsmithairport.com/
137,Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,2106,-5.0,A,America/Toronto,airport,OurAirports,Nanisivik,ChIJ51zgW7ySGE4RcKBRUPPvN7Y,"Nanisivik, NU, Canada",not found,not found,not found
138,Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060134887695,-63.83359909057617,56,-4.0,A,America/Halifax,airport,OurAirports,Summerside Airport,ChIJ45HZDIWFX0sRzLsAwA-o0Ks,"Summerside Airport, 30 Aerospace Blvd, Slemon Park, PE C0B 2A0, Canada",4.4,7,http://www.summersideairport.com/
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.9938964844,-125.24299621600001,282,-7.0,A,America/Edmonton,airport,OurAirports,Sachs Harbour Airport,ChIJDz3RpehWp1ERSxjA-STodgg,"Sachs Harbour Airport, Sachs Harbour, NT X0E 1C3, Canada",4.2,30,not found
140,Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.2300033569,-76.5267028809,164,-5.0,A,America/Toronto,airport,OurAirports,Cape Dorset Airport (YTE),ChIJ5Y05ymRi200R-3QoG6hG1UE,"Cape Dorset Airport (YTE), Cape Dorset, NU X0A, Canada",4.2,10,not found
141,Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168457031,-97.86419677734376,729,-6.0,A,America/Winnipeg,airport,OurAirports,Thompson Airport,ChIJo6RkiTPPX1IRebKPYzcj7v8,"Thompson Airport, 1 Airport Rd, Thompson, MB R8N 1M9, Canada",2.6,10,http://www.thompsonairport.ca/
142,CFB Trenton,Trenton,Canada,YTR,CYTR,44.118900299072266,-77.5280990600586,283,-5.0,A,America/Toronto,airport,OurAirports,6,ChIJG_51_bo91okR08cYuDjc02w,"6 Northstar Dr, Trenton, ON K8V 5P8, Canada",3.5,37,http://www.cfbtrenton.com/
143,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.569698333699996,-81.376701355,967,-5.0,A,America/Toronto,airport,OurAirports,Timmins Victor M. Power Airport,ChIJiVk9j0S7PE0RRZ3GtpHcBbI,"Timmins Victor M. Power Airport, 4599 Airport Rd, Timmins, ON P4N 7C3, Canada",3.6,28,not found
144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,-5.0,A,America/Toronto,airport,OurAirports,Billy Bishop Toronto City Airport,ChIJB6GTVSM1K4gRdMRgJYiBKAQ,"Billy Bishop Toronto City Airport, 2 Eireann Quay, Toronto, ON M5V 1A1, Canada",4.2,678,http://www.torontoport.com/airport.aspx
145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.43329620361328,-133.0260009765625,15,-7.0,A,America/Edmonton,airport,OurAirports,Tuktoyaktuk James Gruben Airport (YUB),ChIJVe_epMHLE1ERt8yWlOHqNDY,"Tuktoyaktuk James Gruben Airport (YUB) (YUB), Tuktoyaktuk, NT X0E, Canada",4,25,not found
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,-5.0,A,America/Toronto,airport,OurAirports,Montréal-Pierre Elliott Trudeau International Airport,ChIJK8nYU3c9yUwRjWcUEHmoMB4,"Montréal-Pierre Elliott Trudeau International Airport (YUL), boul. Roméo-Vachon N, Dorval, QC H4Y 1H1, Canada",3.7,2808,https://www.admtl.com/
147,Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.22470092770003,80,-6.0,A,America/Winnipeg,airport,OurAirports,Minneapolis−Saint Paul International Airport,ChIJB2rAhSov9ocRkTV4eHzT0ys,"Minneapolis−Saint Paul International Airport (MSP), Minnesota, USA",4,2176,http://www.mspairport.com/
148,Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.77610015869999,-81.2425,30,-5.0,A,America/Toronto,airport,OurAirports,Canada,ChIJ6bH8VijKDk4RC-bSsbmINqQ,"Hall Beach, NU X0A, Canada",3.8,25,not found
149,Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.20610046386719,-78.83560180664062,988,-5.0,A,America/Toronto,airport,OurAirports,Rouyn-Noranda Airport,ChIJXRbWhXArIU0RXxWXmv_kpsM,"Rouyn-Noranda Airport, 80 Ave. de l' Aéroport, QC J9Y 0G3, Canada",3.5,12,http://www.ville.rouyn-noranda.qc.ca/fr/page/aeroport-regional-de-rouyn-noranda/
150,La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.1514015198,-105.262001038,1242,-6.0,N,America/Regina,airport,OurAirports,La Ronge (Barber Field) Airport (YVC),ChIJwXdOOZQvVVIR1bJKjrys2Vg,"La Ronge (Barber Field) Airport (YVC) (YVC), Hwy 102, La Ronge, SK S0J 1L0, Canada",2.8,6,not found
151,Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.355800628699996,-110.823997498,2025,-7.0,A,America/Edmonton,airport,OurAirports,Vermilion Regional Airport,ChIJJXPB1zVZDYgRvTIJWkrMRA4,"Vermilion Regional Airport, 22633 N Bowman Ave Ste 1, Danville, IL 61834, USA",5,3,http://vrairport.com/
152,Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.5457992554,-64.03140258789999,21,-5.0,A,America/Toronto,airport,OurAirports,Qikiqtarjuaq Airport,ChIJI4Nhhpx1fU4Rm8UWwOwf3oo,"Qikiqtarjuaq Airport (YVM), Qikiqtarjuaq, NU X0A, Canada",4.8,9,not found
153,Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.0532989502,-77.7827987671,1107,-5.0,A,America/Toronto,airport,OurAirports,Val-d'Or Airport,ChIJYaeXazut2EwRo-NpK6MOivY,"Val-d'Or Airport, 81 Rue Arseneault, Val-d'Or, QC J9P 0G2, Canada",3.9,24,http://www.arvo.qc.ca/
154,Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.09609985351562,-68.42690277099611,129,-5.0,A,America/Toronto,airport,OurAirports,Kuujjuaq Airport (YVP),ChIJoRqYZazWSEwRrHlscYgWzyU,"Kuujjuaq Airport (YVP), Kuujjuaq, QC J0M 1C0, Canada",3.8,13,not found
155,Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28160095214844,-126.7979965209961,238,-7.0,A,America/Edmonton,airport,OurAirports,Norman Wells Airport,ChIJwwNkCv1dZlERbSGFYXEL2Dw,"Norman Wells Airport (YVQ), Norman Wells, NT X0E, Canada",3.8,4,not found
156,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901061999995,-123.183998108,14,-8.0,A,America/Vancouver,airport,OurAirports,Vancouver International Airport,ChIJm6MnhjQLhlQRhIA0hqzMaLo,"Vancouver International Airport (YVR), 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",4.1,3152,http://www.yvr.ca/
