index,airport_id,name,city,country,IATA,ICAO,latitude,longitude,altitude,DST,Tz_database_time_zone	,type,source,google_airport_name,google_place_id,google_airport_full_address,airport_rating,number_ratings,website,total_routes
938,2960,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,KRR,URKK,45.034698486328004,39.170501708984,118,N,Europe/Moscow,airport,OurAirports,Krasnodar International Airport,ChIJjR2imMhb8EARdKFf1QYEaDw,"Krasnodar International Airport, Ulitsa Yevdokii Bershanskoy, 355, Krasnodar, Krasnodarskiy kray, Russia, 350912",3.1,703,http://krr.aero/,46
939,2961,Uytash Airport,Makhachkala,Russia,MCX,URML,42.81679916381836,47.65230178833008,12,N,Europe/Moscow,airport,OurAirports,Mezhdunarodnyy Aeroport Makhachkala,ChIJn7LcvgSsTkARe1p3FMcgMJ0,"Mezhdunarodnyy Aeroport Makhachkala (MCX), Аэропорт, Makhachkala, Dagestan Republits, Russia, 368301",3.7,204,http://www.mcx.aero/,4
940,2962,Mineralnyye Vody Airport,Mineralnye Vody,Russia,MRV,URMM,44.22510147094727,43.08190155029297,1054,N,Europe/Moscow,airport,OurAirports,Aeroport Mineral'nyye Vody,ChIJ-f-ILBOjV0ARbrmbxn-cE6c,"Aeroport Mineral'nyye Vody, Mineralnye Vody, Stavropolskiy kray, Russia, 357205",3.7,540,http://www.mvairport.ru/,22
941,2963,Stavropol Shpakovskoye Airport,Stavropol,Russia,STW,URMT,45.10919952392578,42.11280059814453,1486,N,Europe/Moscow,airport,OurAirports,Stavropol International Airport,ChIJ80D21xsD-UAR97Yp9Rjt7GE,"Stavropol International Airport (STW), Stavropol, Stavropolskiy kray, Russia",3.4,124,https://flystw.com/,4
942,2965,Sochi International Airport,Sochi,Russia,AER,URSS,43.449902,39.9566,89,N,Europe/Moscow,airport,OurAirports,Sochi International Airport (Adler),ChIJCSIXvQ3A9UARZFpPGx-afMs,"Sochi International Airport (Adler), Ulitsa Mira, 50, Adler, Krasnodarskiy kray, Russia, 354355",4.1,764,http://aer.aero/,26
943,2966,Astrakhan Airport,Astrakhan,Russia,ASF,URWA,46.2832984924,48.0063018799,-65,N,Europe/Samara,airport,OurAirports,Astrakhan International Airport,ChIJ5fCmcOERqUERlju-x4RDWz8,"Astrakhan International Airport, Proyezd Aeroportovskiy, 1, стр. 2, Astrakhan, Astrakhanskaya oblast', Russia, 414018",3.8,100,http://аэропортастрахань.рф/,8
944,2967,Volgograd International Airport,Volgograd,Russia,VOG,URWW,48.78250122070313,44.34550094604492,482,N,Europe/Moscow,airport,OurAirports,Mezhdunarodnyy Aeroport Gumrak Volgograd,ChIJCe7x9MPIGkERmnkT3JSZerI,"Mezhdunarodnyy Aeroport Gumrak Volgograd, ш. Авиаторов, 161, Volgograd, Volgogradskaya oblast', Russia, 400036",3.1,298,http://аэропортволгоград.рф/,10
945,2968,Chelyabinsk Balandino Airport,Chelyabinsk,Russia,CEK,USCC,55.305801,61.5033,769,N,Asia/Yekaterinburg,airport,OurAirports,Mezhdunarodnyy Aeroport Chelyabinsk,ChIJ-9a_u-boxUMRHcQ3IAZCS7E,"Mezhdunarodnyy Aeroport Chelyabinsk, Balandino, Chelyabinskaya oblast', Russia, 454133",3.2,291,http://cekport.ru/,20
946,2969,Magnitogorsk International Airport,Magnetiogorsk,Russia,MQF,USCM,53.39310073852539,58.75569915771485,1430,N,Asia/Yekaterinburg,airport,OurAirports,Magnitogorsk International Airport,ChIJNUOuQD4r0UMRFk2ihWvZ5Z4,"Magnitogorsk International Airport, Международный аэропорт Магнитогорск Международный, Republic of Bashkortostan, Russia, 453033",3.6,56,http://www.airmgn.ru/,2
947,2972,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,NJC,USNN,60.94929885864258,76.48359680175781,177,N,Asia/Yekaterinburg,airport,OurAirports,Nizhnevartovsk Airport,ChIJm8HANd8-bUMRyaJIp5FaVq0,"Nizhnevartovsk Airport, Ulitsa Aviatorov, 2, Nizhnevartovsk, Khanty-Mansiyskiy avtonomnyy okrug, Russia, 628600",3.8,104,http://www.nvavia.ru/,14
948,2973,Bolshoye Savino Airport,Perm,Russia,PEE,USPP,57.914501190186,56.021198272705,404,N,Asia/Yekaterinburg,airport,OurAirports,Perm International Airport,ChIJc7pYLHO86EMR9zkY1viXvAA,"Perm International Airport, Bol'shoye, Savino, Permskiy kray, Russia, 614515",3.3,341,http://aviaperm.ru/,6
949,2974,Surgut Airport,Surgut,Russia,SGC,USRR,61.34370040893555,73.40180206298828,200,N,Asia/Yekaterinburg,airport,OurAirports,Surgut International Airport,ChIJIYIgM9aVc0MRgJ4UuTaIOzQ,"Surgut International Airport, Aeroflotskaya Ulitsa, 50, Surgut, Khanty-Mansiyskiy avtonomnyy okrug, Russia, 628422",4.1,177,http://www.airport-surgut.ru/,14
950,2975,Koltsovo Airport,Yekaterinburg,Russia,SVX,USSS,56.743099212646,60.802700042725,764,N,Asia/Yekaterinburg,airport,OurAirports,Koltsovo Airport,ChIJvQOvvuVBwUMRokF0eTgS0RA,"Koltsovo Airport (SVX), ul. Bahchivandji, 1, Yekaterinburg, Sverdlovskaya oblast', Russia, 620025",4.4,1149,http://www.koltsovo.ru/,98
951,2976,Ashgabat International Airport,Ashkhabad,Turkmenistan,ASB,UTAA,37.986801,58.361000000000004,692,U,Asia/Ashgabat,airport,OurAirports,Ashgabat International Airport,ChIJD04fviQAcD8RRHykHrHQs78,"Ashgabat International Airport, Aşgabat, Turkmenistan",4.2,295,http://www.ashgabatairport.gov.tm/,15
952,2979,Dushanbe Airport,Dushanbe,Tajikistan,DYU,UTDD,38.543300628699996,68.8249969482,2575,U,Asia/Dushanbe,airport,OurAirports,Dushanbe International Airport,ChIJI3-O7yfXtTgRBJA6_DdpPaM,"Dushanbe International Airport, Titov Street 32/1, Dushanbe 734012, Tajikistan",3.9,391,http://www.airport.tj/index.php/ru,52
953,2980,Bukhara Airport,Bukhara,Uzbekistan,BHK,UTSB,39.775001525878906,64.48329925537111,751,U,Asia/Samarkand,airport,OurAirports,7166,ChIJDy-TK_k7K4gRcEqfFlhW0eI,"7166 Airport Rd, Mississauga, ON L4T 1E3, Canada",3.5,1231,http://www.airportbukhara.com/,6
954,2981,Samarkand Airport,Samarkand,Uzbekistan,SKD,UTSS,39.70050048828125,66.98380279541016,2224,U,Asia/Samarkand,airport,OurAirports,Samarkand International Airport,ChIJ_SbCUm8YTT8ReK7q5u1xZhE,"Samarkand International Airport, Samarqand, Uzbekistan",3.8,278,not found,8
955,2983,Tashkent International Airport,Tashkent,Uzbekistan,TAS,UTTT,41.257900238000005,69.2811965942,1417,U,Asia/Samarkand,airport,OurAirports,Tashkent International Airport,ChIJ8ysUxQVgrjgRfy1dg0byS-A,"Tashkent International Airport, Тошкент, Uzbekistan",3.6,629,http://www.uzairways.com/,81
956,2985,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622,N,Europe/Moscow,airport,OurAirports,Sheremetyevo - A.S. Pushkin international airport,ChIJSXFOwiA8tUYRB-0DtHp2SV8,"Sheremetyevo - A.S. Pushkin international airport, Khimki, Moskovskaya oblast', Russia, 141400",3.6,5472,http://www.svo.aero/,199
957,2987,Voronezh International Airport,Voronezh,Russia,VOZ,UUOO,51.81420135498047,39.22959899902344,514,N,Europe/Moscow,airport,OurAirports,LLC AVIASERVICE,ChIJa6BppTQnO0ERsvVK0f1LPnQ,"LLC AVIASERVICE, территория Аэропорт, Voronezh, Voronezh Oblast, Russia, 394025",3.2,196,http://voz.aero/,8
958,2988,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.591499328599994,37.2615013123,685,N,Europe/Moscow,airport,OurAirports,Vnukovo International Airport,ChIJc_siRKhWtUYRhxc_ze0X1-s,"Vnukovo International Airport, Vnukovo, Moscow Oblast, Russia",3.9,2398,http://www.vnukovo.ru/,86
959,2989,Syktyvkar Airport,Syktyvkar,Russia,SCW,UUYY,61.64699935913086,50.84510040283203,342,N,Europe/Moscow,airport,OurAirports,Syktyvkar Airport,ChIJQ9cepzYr9kMRFfZ-GrkmOHQ,"Syktyvkar Airport, Ulitsa Sovetskaya, 88, Syktyvkar, Komi Republits, Russia, 167000",3.6,87,http://www.komiaviatrans.ru/,9
960,2990,Kazan International Airport,Kazan,Russia,KZN,UWKD,55.606201171875,49.278701782227,411,N,Europe/Moscow,airport,OurAirports,Kazan Airport,ChIJHYKQt56mXkERmnEJUCe3b8I,"Kazan Airport, Ulitsa Aeroport, 1, Kazan, Respublika Tatarstan, Russia, 420017",3.9,458,http://www.kazan.aero/,28
961,2991,Orenburg Central Airport,Orenburg,Russia,REN,UWOO,51.795799255371094,55.45669937133789,387,N,Asia/Yekaterinburg,airport,OurAirports,Orenburg Airport,ChIJn4kXtIIGfEERi0j2GaT-FLU,"Orenburg Airport (REN), улица Авиаторов, д. 1, Аэропорт, Orenburgskaya oblast', Russia, 460049",2.9,162,http://www.orenairport.ru/,8
962,2992,Ufa International Airport,Ufa,Russia,UFA,UWUU,54.55749893188501,55.874401092529,449,N,Asia/Yekaterinburg,airport,OurAirports,Oefa,ChIJFS1hgP0e2UMRKsYeMGKiw-U,"Oefa, м/р-н Аэропорт, Bulgakovo, Respublika Bashkortostan, Russia, 450501",4.4,2270,http://www.airportufa.ru/,23
963,2993,Kurumoch International Airport,Samara,Russia,KUF,UWWW,53.504901885986,50.16429901123,477,N,Europe/Samara,airport,OurAirports,International Airport Kurumoch,ChIJe6L-kqAeZkERYr1Rdz56oK8,"International Airport Kurumoch, Samara, Samarskaya oblast', Russia, 443901",4.2,684,http://airport.samara.ru/,27
964,2994,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,23.0771999359,72.63469696039998,189,N,Asia/Calcutta,airport,OurAirports,Sardar Vallabhbhai Patel International Airport,ChIJhewEl06BXjkReqSbqeUA3ZA,"Sardar Vallabhbhai Patel International Airport (AMD), Hansol, Ahmedabad, Gujarat 380003, India",4.0,4084,https://www.aai.aero/en/airports/ahmedabad,35
965,2996,Aurangabad Airport,Aurangabad,India,IXU,VAAU,19.862699508666992,75.39810180664062,1911,N,Asia/Calcutta,airport,OurAirports,Aurangabad Airport,ChIJh3bjGgej2zsRZp59kcFhQGc,"Aurangabad Airport, Jalna Road, Chilkalthana, Aurangabad, Maharashtra 431007, India",4.2,558,not found,5
966,2997,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.088699340799998,72.8678970337,39,N,Asia/Calcutta,airport,OurAirports,Chhatrapati Shivaji International Airport,ChIJRym9mVDI5zsRrqh0xGAazB4,"Chhatrapati Shivaji International Airport (BOM), Mumbai, Maharashtra 400099, India",4.4,22048,https://csia.in/,227
967,2999,Bhuj Airport,Bhuj,India,BHJ,VABJ,23.2877998352,69.6701965332,268,N,Asia/Calcutta,airport,OurAirports,Bhuj Airport,ChIJTaWe_HfiUDkRRAKyWzxoOm8,"Bhuj Airport, IAF Campus, Bhuj, Gujarat 370001, India",4.2,238,not found,2
968,3000,Belgaum Airport,Belgaum,India,IXG,VABM,15.8592996597,74.6183013916,2487,N,Asia/Calcutta,airport,OurAirports,Belagavi Airport (IXG),ChIJm2G4_L9dvzsRjgcCronEoho,"Belagavi Airport (IXG), Bagalkot-Belgaum Rd, Sambra, Karnataka 591124, India",4.1,245,https://www.aai.aero/,1
969,3001,Vadodara Airport,Baroda,India,BDQ,VABO,22.33620100000001,73.226303,129,N,Asia/Calcutta,airport,OurAirports,Vadodara Airport,ChIJu8N88BHPXzkReAdaeZzThm4,"Vadodara Airport, Civil Aerodrome, Harni Rd, Vadodara, Gujarat 390022, India",4.1,978,https://www.aai.aero/en/airports/vadodara,5
970,3002,Raja Bhoj International Airport,Bhopal,India,BHO,VABP,23.2875003815,77.33740234380002,1711,N,Asia/Calcutta,airport,OurAirports,Raja Bhoj Airport,ChIJY8EdRalnfDkR0pdQidhRsWk,"Raja Bhoj Airport, Airport Rd, Gandhi Nagar, Bhopal, Madhya Pradesh 462036, India",4.1,928,https://aai.aero/airports/contact-us/bhopal,6
971,3003,Bhavnagar Airport,Bhaunagar,India,BHU,VABV,21.752199173,72.18520355220001,44,N,Asia/Calcutta,airport,OurAirports,Bhavnagar Airport,ChIJG73EfUpaXzkRX5mHIwyVNSo,"Bhavnagar Airport, Airport Road, Subhashnagar, Bhavnagar, Gujarat 364001, India",3.8,199,https://www.aai.aero/en/airports/bhavnagar,2
972,3007,Dabolim Airport,Goa,India,GOI,VAGO,15.3808002472,73.83139801029999,150,N,Asia/Calcutta,airport,OurAirports,Goa International Airport,ChIJTfgMjPrHvzsRV3U0LSIp1Lc,"Goa International Airport (GOI), Airport Rd, Dabolim, Goa 403801, India",3.6,3282,http://www.aai.aero/allAirports/goa_generalinfo.jsp,29
973,3008,Devi Ahilyabai Holkar Airport,Indore,India,IDR,VAID,22.721799850500002,75.8011016846,1850,N,Asia/Calcutta,airport,OurAirports,Devi Ahilya Bai Holkar International Airport,ChIJLco3Ew3-YjkRIfR0Bg2eHJQ,"Devi Ahilya Bai Holkar International Airport, Depalpur Rd, Indore, Madhya Pradesh 452005, India",4.0,1556,not found,16
974,3009,Jabalpur Airport,Jabalpur,India,JLR,VAJB,23.17779922485352,80.052001953125,1624,N,Asia/Calcutta,airport,OurAirports,Jabalpur Airport,ChIJwzECSp-pgTkR6vLuZl9x5SI,"Jabalpur Airport, Airport Road, Dumna, Madhya Pradesh 482005, India",3.6,343,https://www.aai.aero/,3
975,3010,Jamnagar Airport,Jamnagar,India,JGA,VAJM,22.465499877929688,70.01260375976561,69,N,Asia/Calcutta,airport,OurAirports,Jamnagar Airport,ChIJGbtf6G0VVzkRlKy00hsTXrE,"Jamnagar Airport, Airport Road Civil Enclave, Govardhanpur, Jamnagar, Gujarat 361006, India",4.0,168,not found,1
976,3012,Khajuraho Airport,Khajuraho,India,HJR,VAKJ,24.817199706999997,79.91860198970001,728,N,Asia/Calcutta,airport,OurAirports,Khajuraho Airport,ChIJ7zL4AmLvgjkRVnFkPt1OI2w,"Khajuraho Airport, Khajuraho, Madhya Pradesh 471606, India",3.9,135,not found,1
977,3015,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,NAG,VANP,21.092199325561523,79.04720306396484,1033,N,Asia/Calcutta,airport,OurAirports,Dr. Babasaheb Ambedkar International Airport,ChIJxxksaKO_1DsRXM-xzV5fmxg,"Dr. Babasaheb Ambedkar International Airport, Sonegaon, Nagpur, Maharashtra 440005, India",3.9,1628,https://www.nagpurairport.com/,15
978,3017,Pune Airport,Pune,India,PNQ,VAPO,18.58209991455078,73.9197006225586,1942,N,Asia/Calcutta,airport,OurAirports,Pune International Airport,ChIJj__E5jTBwjsRmAcx-Vx0EKg,"Pune International Airport, New Airport Rd, Pune International Airport Area, Lohegaon, Pune, Maharashtra 411032, India",3.5,3834,http://www.puneairport.com/,33
979,3018,Porbandar Airport,Porbandar,India,PBD,VAPR,21.6487007141,69.65720367429999,23,N,Asia/Calcutta,airport,OurAirports,Porbandar Airport,ChIJcbdsaNo0VjkR8okNH6NmJWs,"Porbandar Airport (PBD), NH 8B, Porbandar, Gujarat 360575, India",4.1,119,not found,2
980,3019,Rajkot Airport,Rajkot,India,RAJ,VARK,22.3092002869,70.77950286869998,441,N,Asia/Calcutta,airport,OurAirports,Rajkot Airport,ChIJIfj9KYzJWTkRKGuWqzn_cNg,"Rajkot Airport, Gandhigram, Civil Aerodrome, Rajkot, Gujarat 360006, India",3.9,379,not found,3
981,3020,Raipur Airport,Raipur,India,RPR,VARP,21.180401,81.7388,1041,N,Asia/Calcutta,airport,OurAirports,"Swami Vivekananda Airport, Raipur",ChIJu-K5qo_DKDoRyve_btCyf6s,"Swami Vivekananda Airport, Raipur, Ramchandi, Atal Nagar, Chhattisgarh 492015, India",4.1,1229,https://www.aai.aero/en/airports/raipur,12
982,3022,Surat Airport,Surat,India,STV,VASU,21.1140995026,72.7417984009,16,N,Asia/Calcutta,airport,OurAirports,Surat International Airport,ChIJIUTtAfJS4DsRXqMXfgN8efI,"Surat International Airport, Sai Baba Temple, Surat - Dumas Rd Gaviyer, Village, Near to, Surat, Gujarat 395007, India",4.1,1170,not found,3
983,3023,Maharana Pratap Airport,Udaipur,India,UDR,VAUD,24.617700576799997,73.89610290530001,1684,N,Asia/Calcutta,airport,OurAirports,"Maharana Pratap Airport, Udaipur",ChIJB8U7LOfcZzkRstI0XvfTnh8,"Maharana Pratap Airport, Udaipur, Near MP Airport, Dabok, Rajasthan 313022, India",4.1,565,https://raise2rise-cateres.business.site/,7
984,3024,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,CMB,VCBI,7.180759906768799,79.88410186767578,30,U,Asia/Colombo,airport,OurAirports,Bandaranaike International Airport,ChIJXS3yNbfv4joRN4uCAyFwvW4,"Bandaranaike International Airport (CMB), Canada Friendship Rd, Katunayake 11450, Sri Lanka",3.7,3152,http://www.airport.lk/,101
985,3026,Batticaloa Airport,Batticaloa,Sri Lanka,BTC,VCCB,7.7057600000000015,81.678802,20,U,Asia/Colombo,airport,OurAirports,Batticaloa Airport,ChIJIR-kwbLS-joRkAjL67wcn9U,"Batticaloa Airport, 570 Trincomalee Highway, Batticaloa, Sri Lanka",4.2,71,https://www.airport.lk/Bati/index.php,1
986,3034,Phnom Penh International Airport,Phnom-penh,Cambodia,PNH,VDPP,11.546600341796875,104.84400177001952,40,U,Asia/Phnom_Penh,airport,OurAirports,Phnom Penh International Airport,ChIJhQtAU9VPCTER7IUA9jJuM9U,"Phnom Penh International Airport, 12000 មហាវិថី​ សហព័ន្ធរុស្ស៊ី, Phnom Penh, Cambodia",3.8,980,https://pnh.cambodia-airports.aero/,29
987,3035,Siem Reap International Airport,Siem-reap,Cambodia,REP,VDSR,13.410699844400005,103.81300354,60,U,Asia/Phnom_Penh,airport,OurAirports,Siem Reap International Airport,ChIJj8_VBjcREDERGWRzOvF7MHU,"Siem Reap International Airport (REP), NR6, Krong Siem Reap, Cambodia",3.5,943,https://rep.cambodia-airports.aero/,42
988,3038,Agartala Airport,Agartala,India,IXA,VEAT,23.8869991302,91.2404022217,46,N,Asia/Calcutta,airport,OurAirports,Maharaja Bir Bikram Airport,ChIJa9C5DkX2UzcRFWrfcOQJ8dk,"Maharaja Bir Bikram Airport, Agartala, Tripura 799009, India",3.8,805,https://www.aai.aero/,8
989,3039,Lengpui Airport,Aizwal,India,AJL,VELP,23.8405990601,92.6196975708,1398,N,Asia/Calcutta,airport,OurAirports,Lengpui Airport,ChIJe-Ohms_qTTcRb3naUqVdQMc,"Lengpui Airport, Aizawl, Mizoram 796421, India",4.0,196,not found,6
990,3040,Bagdogra Airport,Baghdogra,India,IXB,VEBD,26.68120002746582,88.32859802246094,412,N,Asia/Calcutta,airport,OurAirports,Bagdogra International Airport,ChIJnYDHEfpF5DkR9PWSk_cbVpU,"Bagdogra International Airport, Airport Road, Bagdogra, Siliguri, West Bengal 734421, India",3.4,1472,https://www.aai.aero/,16
991,3042,Biju Patnaik Airport,Bhubaneswar,India,BBI,VEBS,20.2444000244,85.8178024292,138,N,Asia/Calcutta,airport,OurAirports,Biju Patnaik International Airport,ChIJjXVMAw-nGToRUzV7Vt1OQ9o,"Biju Patnaik International Airport, Airport Rd, Bhubaneswar, Odisha 751020, India",4.2,2504,https://www.aai.aero/en/node/2902,9
992,3043,Netaji Subhash Chandra Bose International Airport,Kolkata,India,CCU,VECC,22.654699325561523,88.44670104980469,16,N,Asia/Calcutta,airport,OurAirports,Netaji Subhash Chandra Bose International Airport,ChIJA2nfWaqf-DkRg4tkQ0BEsQ0,"Netaji Subhash Chandra Bose International Airport (CCU), Jessore Rd, Dum Dum, Kolkata, West Bengal 700052, India",4.3,11410,https://www.aai.aero/en/airports/kolkata,97
993,3050,Imphal Airport,Imphal,India,IMF,VEIM,24.760000228899997,93.896697998,2540,N,Asia/Calcutta,airport,OurAirports,Imphal International Airport,ChIJUR_PrlIvSTcRPmpQ1qcD6bM,"Imphal International Airport, NH 150, Imphal, Manipur 795140, India",3.9,425,not found,9
994,3055,Silchar Airport,Silchar,India,IXS,VEKU,24.912900924699997,92.97869873049999,352,N,Asia/Calcutta,airport,OurAirports,Silchar Airport,ChIJwaL7a_2sTzcRdCmJwKb7YbM,"Silchar Airport, Kumbhirgram Airport Road, Kumbhirgram T.E., Assam 788109, India",3.5,307,not found,7
995,3057,Dibrugarh Airport,Mohanbari,India,DIB,VEMN,27.4839000702,95.01689910889999,362,N,Asia/Calcutta,airport,OurAirports,Dibrugarh Airport,ChIJ282MmAqfQDcRUh3zJpNo01I,"Dibrugarh Airport, Mohanbari, Assam 786012, India",3.8,326,not found,6
996,3061,Lok Nayak Jayaprakash Airport,Patina,India,PAT,VEPT,25.591299056999997,85.08799743649999,170,N,Asia/Calcutta,airport,OurAirports,Jay Prakash Narayan International Airport,ChIJVTWh0OdX7TkR1QcP-S7TAQk,"Jay Prakash Narayan International Airport, Shaheed Pir Ali Khan Marg, Sheikhpura, Patna, Bihar 800014, India",3.5,2580,not found,12
997,3063,Birsa Munda Airport,Ranchi,India,IXR,VERC,23.31430053710001,85.3217010498,2148,N,Asia/Calcutta,airport,OurAirports,Birsa Munda Airport,ChIJdyqFTdbh9DkR4slJw3Jziqs,"Birsa Munda Airport, Hinoo, Ranchi, Jharkhand 834002, India",4.1,1597,https://www.aai.aero/en/airports/ranchi,11
998,3066,Vishakhapatnam Airport,Vishakhapatnam,India,VTZ,VEVZ,17.721200943,83.22450256350001,15,N,Asia/Calcutta,airport,OurAirports,Visakhapatnam Airport,ChIJg6bXNRVoOToRdI1GOssFSL8,"Visakhapatnam Airport, NH 16 Opp, Viman Nagar, Visakhapatnam, Andhra Pradesh 530009, India",3.9,1795,http://www.vizagairport.in/,18
999,3068,Cox's Bazar Airport,Cox's Bazar,Bangladesh,CXB,VGCB,21.452199935913086,91.96389770507812,12,U,Asia/Dhaka,airport,OurAirports,Cox's Bazar International Airport.,ChIJ8VlvkjzIrTARi6zmrWtCO7E,"Cox's Bazar International Airport., কক্সবাজার সদর উপজেলা, Bangladesh",3.9,462,http://www.caab.gov.bd/,3
1000,3069,Shah Amanat International Airport,Chittagong,Bangladesh,CGP,VGEG,22.24959945678711,91.81330108642578,12,U,Asia/Dhaka,airport,OurAirports,Shah Amanat International Airport,ChIJIaMGeunfrDARg1bXlUbnrB8,"Shah Amanat International Airport, Potenga Rd, Chittagong 4205, Bangladesh",4.2,887,http://caab.portal.gov.bd/,16
1001,3071,Jessore Airport,Jessore,Bangladesh,JSR,VGJR,23.183799743652344,89.16079711914062,20,U,Asia/Dhaka,airport,OurAirports,Jessore Airport,ChIJKZ-5WkUX_zkR29gWNCGKmZI,"Jessore Airport, Airport Bypass Road, Jessore 7400, Bangladesh",4.1,536,not found,3
1002,3072,Shah Mokhdum Airport,Rajshahi,Bangladesh,RJH,VGRJ,24.43720054626465,88.61650085449219,64,U,Asia/Dhaka,airport,OurAirports,শাহ মখদুম বিমানবন্দর,ChIJx_2Zsunt-zkRwvh282gJUUs,"শাহ মখদুম বিমানবন্দর, Nowhata, Bangladesh",4.2,210,http://caab.gov.bd/airports/rajshahi,1
1003,3073,Saidpur Airport,Saidpur,Bangladesh,SPD,VGSD,25.75919914245605,88.90889739990234,125,U,Asia/Dhaka,airport,OurAirports,Saidpur Airport,ChIJT4CmkYZR4zkR08MLwH8WMmA,"Saidpur Airport, Cantoment Rd, Saidpur 5310, Bangladesh",4.2,343,not found,2
1004,3074,Osmany International Airport,Sylhet Osmani,Bangladesh,ZYL,VGSY,24.96319961547852,91.8667984008789,50,U,Asia/Dhaka,airport,OurAirports,"Osmani International Airport, Sylhet",ChIJTbs110pUUDcRoHOyf0nopGA,"Osmani International Airport, Sylhet, Airport Rd, Sylhet 3101, Bangladesh",4.2,473,http://www.caab.gov.bd/,4
1005,3076,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DAC,VGZR,23.843347,90.39778299999999,30,U,Asia/Dhaka,airport,OurAirports,Hazrat Shahjalal International Airport,ChIJvY9HupHGVTcR7BXrcRP3s9E,"Hazrat Shahjalal International Airport (DAC), Airport - Dakshinkhan Rd, Dhaka 1229, Bangladesh",3.9,5463,http://caab.portal.gov.bd/site/page/84445552-28c3-420b-b1a0-ada0566e3bfa,74
1006,3077,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,VHHH,22.308901000000002,113.915001,28,U,Asia/Hong_Kong,airport,OurAirports,Hong Kong International Airport,ChIJncZGzPPiAzQRnjaSGIKQ9fk,"Hong Kong International Airport (HKG), 1 Sky Plaza Rd, Chek Lap Kok, Hong Kong",4.4,7847,http://www.hongkongairport.com/,355
1007,3079,Agra Airport,Agra,India,AGR,VIAG,27.155799865722656,77.96089935302734,551,N,Asia/Calcutta,airport,OurAirports,Pandit Deen Dayal Upadhyay Airport,ChIJb98Sa_p2dDkRAgI8cr1jk0o,"Pandit Deen Dayal Upadhyay Airport, 59/10, VIP Road, Agra, Uttar Pradesh 282001, India",3.8,277,not found,2
1008,3080,Allahabad Airport,Allahabad,India,IXD,VIAL,25.440099716186523,81.73390197753906,322,N,Asia/Calcutta,airport,OurAirports,Allahabad Airport New Terminal,ChIJn61AKtbMmjkR0rHknVXX4Xc,"Allahabad Airport New Terminal, ITBP Rd, Bamrauli, Prayagraj, Uttar Pradesh 211012, India",4.0,577,not found,2
1009,3081,Sri Guru Ram Dass Jee International Airport,Amritsar,India,ATQ,VIAR,31.7096004486,74.7973022461,756,N,Asia/Calcutta,airport,OurAirports,"Sri Guru Ram Dass Jee International Airport, Amritsar",ChIJ60NTwglmGTkRbaEbtbiqhCI,"Sri Guru Ram Dass Jee International Airport, Amritsar, Ajnala Rd, opp. Hotel Blue Radison, Raja Sansi, Punjab 143101, India",3.9,1102,https://www.aai.aero/en/airports/amritsar,9
1010,3084,Lal Bahadur Shastri Airport,Varanasi,India,VNS,VIBN,25.4524002075,82.85929870609999,266,N,Asia/Calcutta,airport,OurAirports,Lal Bahadur Shastri International Airport,ChIJYTnTmK7VjzkRp_V--C6IpuA,"Lal Bahadur Shastri International Airport, Varanasi District, Babatpur, Uttar Pradesh 221006, India",4.0,1731,not found,10
1011,3085,Kullu Manali Airport,Kulu,India,KUU,VIBR,31.87669944763184,77.15440368652344,3573,N,Asia/Calcutta,airport,OurAirports,Kullu Manali Airport,ChIJWVABhCv4BDkRPj7F0yXeECU,"Kullu Manali Airport, Bhuntar, Himachal Pradesh 175125, India",3.9,624,https://www.aai.aero/en/node/3674,1
1012,3089,Chandigarh Airport,Chandigarh,India,IXC,VICG,30.67350006103516,76.78849792480469,1012,N,Asia/Calcutta,airport,OurAirports,Chandigarh International Airport,ChIJU92pMILsDzkROrVYw12DxkI,"Chandigarh International Airport, New Civil Air Terminal, Mohali District, Sahibzada Ajit Singh Nagar, Punjab 140306, India",4.1,1697,https://www.aai.aero/en/airports/contact-us/chandigarh,9
1013,3090,Kanpur Airport,Kanpur,India,KNU,VICX,26.404301,80.410103,410,N,Asia/Calcutta,airport,OurAirports,Kanpur Airport,ChIJoXMmTJ9BnDkRDbK-ggahXLE,"Kanpur Airport, Civil Aerodrome, Kanpur Cantonment, Kanpur, Uttar Pradesh 208004, India",3.8,458,not found,1
1014,3092,Dehradun Airport,Dehra Dun,India,DED,VIDN,30.189698999999997,78.180298,1831,N,Asia/Calcutta,airport,OurAirports,Jolly Grant Airport Dehradun,ChIJzZKoP7gkCTkR6MlWHxp5In0,"Jolly Grant Airport Dehradun, Airport Road, Dehradun, Uttarakhand 248140, India",4.0,1082,https://www.aai.aero/en/airports/dehradun,5
